,class,device,time_us,time,ept,lat,lon,alt,speed,orientation,track,acceleration,mode,locate_mode,headAcc_deg,sAcc_m_s,vAcc_m,hAcc_m,numSv,pDOP
0,TPV,v2xlocate,1665476851662733,2022-10-11T08:27:31.662Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
1,TPV,v2xlocate,1665476851762695,2022-10-11T08:27:31.762Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
2,TPV,v2xlocate,1665476851862716,2022-10-11T08:27:31.862Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
3,TPV,v2xlocate,1665476851962689,2022-10-11T08:27:31.962Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
4,TPV,v2xlocate,1665476852062686,2022-10-11T08:27:32.062Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
5,TPV,v2xlocate,1665476852162703,2022-10-11T08:27:32.162Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
6,TPV,v2xlocate,1665476852262639,2022-10-11T08:27:32.262Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
7,TPV,v2xlocate,1665476852362633,2022-10-11T08:27:32.362Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
8,TPV,v2xlocate,1665476852462697,2022-10-11T08:27:32.462Z,,0.0,0.0,1.5,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
9,TPV,v2xlocate,1665476852562705,2022-10-11T08:27:32.562Z,,0.0,0.0,438.506,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
10,TPV,v2xlocate,1665476852662698,2022-10-11T08:27:32.662Z,,0.0,0.0,438.52,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
11,TPV,v2xlocate,1665476852762703,2022-10-11T08:27:32.762Z,,0.0,0.0,438.535,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
12,TPV,v2xlocate,1665476852862698,2022-10-11T08:27:32.862Z,,0.0,0.0,438.549,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
13,TPV,v2xlocate,1665476852962722,2022-10-11T08:27:32.962Z,,0.0,0.0,438.563,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
14,TPV,v2xlocate,1665476853062784,2022-10-11T08:27:33.062Z,,0.0,0.0,438.578,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
15,TPV,v2xlocate,1665476853162649,2022-10-11T08:27:33.162Z,,0.0,0.0,438.592,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
16,TPV,v2xlocate,1665476853262628,2022-10-11T08:27:33.262Z,,0.0,0.0,438.606,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
17,TPV,v2xlocate,1665476853362693,2022-10-11T08:27:33.362Z,,0.0,0.0,438.621,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
18,TPV,v2xlocate,1665476853462654,2022-10-11T08:27:33.462Z,,0.0,0.0,438.635,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
19,TPV,v2xlocate,1665476853562706,2022-10-11T08:27:33.562Z,,0.0,0.0,438.649,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
20,TPV,v2xlocate,1665476853662653,2022-10-11T08:27:33.662Z,,0.0,0.0,438.664,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
21,TPV,v2xlocate,1665476853762658,2022-10-11T08:27:33.762Z,,0.0,0.0,438.678,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
22,TPV,v2xlocate,1665476853862642,2022-10-11T08:27:33.862Z,,0.0,0.0,438.693,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
23,TPV,v2xlocate,1665476853962649,2022-10-11T08:27:33.962Z,,0.0,0.0,438.707,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
24,TPV,v2xlocate,1665476854062652,2022-10-11T08:27:34.062Z,,0.0,0.0,438.721,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
25,TPV,v2xlocate,1665476854162638,2022-10-11T08:27:34.162Z,,0.0,0.0,438.736,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
26,TPV,v2xlocate,1665476854262655,2022-10-11T08:27:34.262Z,,0.0,0.0,438.75,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
27,TPV,v2xlocate,1665476854362646,2022-10-11T08:27:34.362Z,,0.0,0.0,438.764,0.0,-1000000,0.0,-1000000,2,11,-1,-1,-1,50.0,0,-1
