rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,position,x,y,z,orientation,x,y,z,w
1665480398204423164,,199,,1665480398,204195976,'',,,8.4,-2.68,2.29,,0.0,0.0,0.0,1.0
1665480398306694666,,200,,1665480398,306339025,'',,,8.39,-2.61,2.33,,0.0,0.0,0.0,1.0
1665480398404801679,,201,,1665480398,404546976,'',,,8.42,-2.58,2.43,,0.0,0.0,0.0,1.0
1665480398504597154,,202,,1665480398,504123926,'',,,8.41,-2.48,2.52,,0.0,0.0,0.0,1.0
1665480398604644040,,203,,1665480398,604321002,'',,,8.39,-2.39,2.26,,0.0,0.0,0.0,1.0
1665480398705185978,,204,,1665480398,704799890,'',,,8.41,-2.31,2.39,,0.0,0.0,0.0,1.0
1665480398806107212,,205,,1665480398,804758071,'',,,8.39,-2.17,2.45,,0.0,0.0,0.0,1.0
1665480398905796391,,206,,1665480398,905054092,'',,,8.36,-2.03,2.53,,0.0,0.0,0.0,1.0
1665480399004609742,,207,,1665480399,4327058,'',,,8.34,-1.9,2.48,,0.0,0.0,0.0,1.0
1665480399105612420,,208,,1665480399,105020999,'',,,8.31,-1.77,2.4,,0.0,0.0,0.0,1.0
1665480399206457126,,209,,1665480399,205607891,'',,,8.31,-1.62,2.54,,0.0,0.0,0.0,1.0
1665480399305272519,,210,,1665480399,304805994,'',,,8.28,-1.5,2.37,,0.0,0.0,0.0,1.0
1665480399405633371,,211,,1665480399,405141115,'',,,8.28,-1.37,2.11,,0.0,0.0,0.0,1.0
1665480399505695373,,212,,1665480399,505237102,'',,,8.25,-1.21,2.27,,0.0,0.0,0.0,1.0
1665480399605800260,,213,,1665480399,604964017,'',,,8.25,-1.05,2.0,,0.0,0.0,0.0,1.0
1665480399704583555,,214,,1665480399,704200029,'',,,8.25,-0.87,1.8,,0.0,0.0,0.0,1.0
1665480399806396527,,215,,1665480399,805881977,'',,,8.22,-0.67,1.93,,0.0,0.0,0.0,1.0
1665480399906077456,,216,,1665480399,904968023,'',,,8.2,-0.48,1.81,,0.0,0.0,0.0,1.0
1665480400006405083,,217,,1665480400,5213975,'',,,8.2,-0.26,1.71,,0.0,0.0,0.0,1.0
1665480400106453366,,218,,1665480400,105830907,'',,,8.19,-0.04,1.86,,0.0,0.0,0.0,1.0
1665480400204974795,,219,,1665480400,204740047,'',,,8.17,0.19,1.96,,0.0,0.0,0.0,1.0
1665480400308207361,,220,,1665480400,306639909,'',,,8.15,0.41,2.01,,0.0,0.0,0.0,1.0
1665480400406240950,,221,,1665480400,405790090,'',,,8.14,0.66,2.22,,0.0,0.0,0.0,1.0
1665480400505527997,,222,,1665480400,505280017,'',,,8.13,0.9,2.03,,0.0,0.0,0.0,1.0
1665480400606169147,,223,,1665480400,605819940,'',,,8.11,1.16,2.22,,0.0,0.0,0.0,1.0
1665480400706699966,,224,,1665480400,706058025,'',,,8.1,1.44,2.26,,0.0,0.0,0.0,1.0
1665480400805845969,,225,,1665480400,805519104,'',,,8.09,1.71,1.92,,0.0,0.0,0.0,1.0
1665480400906853709,,226,,1665480400,906182050,'',,,8.08,1.97,1.72,,0.0,0.0,0.0,1.0
1665480401006898188,,227,,1665480401,5870103,'',,,8.07,2.26,1.96,,0.0,0.0,0.0,1.0
1665480401106555148,,228,,1665480401,106250047,'',,,8.06,2.55,2.18,,0.0,0.0,0.0,1.0
1665480401205735539,,229,,1665480401,205463886,'',,,8.05,2.85,2.3,,0.0,0.0,0.0,1.0
1665480401306484325,,230,,1665480401,305332899,'',,,8.02,3.12,2.18,,0.0,0.0,0.0,1.0
1665480401407266113,,231,,1665480401,406644105,'',,,8.01,3.43,2.3,,0.0,0.0,0.0,1.0
1665480401507258472,,232,,1665480401,506798028,'',,,7.95,3.71,2.37,,0.0,0.0,0.0,1.0
1665480401607249190,,233,,1665480401,606518983,'',,,7.88,3.99,2.36,,0.0,0.0,0.0,1.0
1665480401706756013,,234,,1665480401,706459999,'',,,7.86,4.29,2.42,,0.0,0.0,0.0,1.0
1665480401806439017,,235,,1665480401,806006908,'',,,7.86,4.62,2.5,,0.0,0.0,0.0,1.0
1665480401906149669,,236,,1665480401,905764102,'',,,7.85,4.92,2.1,,0.0,0.0,0.0,1.0
1665480402007371550,,237,,1665480402,6103992,'',,,7.83,5.23,2.18,,0.0,0.0,0.0,1.0
1665480402106119305,,238,,1665480402,105839967,'',,,7.81,5.54,2.3,,0.0,0.0,0.0,1.0
1665480402206906758,,239,,1665480402,206480979,'',,,7.77,5.85,2.18,,0.0,0.0,0.0,1.0
1665480402306847242,,240,,1665480402,306524038,'',,,7.76,6.18,2.32,,0.0,0.0,0.0,1.0
1665480402407110150,,241,,1665480402,405992984,'',,,7.76,6.51,2.38,,0.0,0.0,0.0,1.0
1665480402506340682,,242,,1665480402,505505084,'',,,7.74,6.84,2.01,,0.0,0.0,0.0,1.0
1665480402608097299,,243,,1665480402,607075929,'',,,7.72,7.18,1.87,,0.0,0.0,0.0,1.0
1665480402706252164,,244,,1665480402,705893993,'',,,7.72,7.51,1.68,,0.0,0.0,0.0,1.0
1665480402806614868,,245,,1665480402,806194067,'',,,7.68,7.86,1.73,,0.0,0.0,0.0,1.0
1665480402906882784,,246,,1665480402,906589031,'',,,7.67,8.2,1.82,,0.0,0.0,0.0,1.0
1665480403006516473,,247,,1665480403,6145000,'',,,7.63,8.55,1.55,,0.0,0.0,0.0,1.0
1665480403106294178,,248,,1665480403,105936050,'',,,7.61,8.88,1.76,,0.0,0.0,0.0,1.0
1665480403207291090,,249,,1665480403,206556081,'',,,7.6,9.21,1.71,,0.0,0.0,0.0,1.0
1665480403307425279,,250,,1665480403,306282043,'',,,7.64,9.53,1.63,,0.0,0.0,0.0,1.0
1665480403407791390,,251,,1665480403,406572103,'',,,7.64,9.88,1.38,,0.0,0.0,0.0,1.0
1665480403507187089,,252,,1665480403,506777048,'',,,7.7,10.19,1.3,,0.0,0.0,0.0,1.0
1665480403606574306,,253,,1665480403,606242895,'',,,7.71,10.54,1.25,,0.0,0.0,0.0,1.0
1665480403708424954,,254,,1665480403,707453966,'',,,7.71,10.91,1.48,,0.0,0.0,0.0,1.0
1665480403806947513,,255,,1665480403,806179046,'',,,7.72,11.22,1.54,,0.0,0.0,0.0,1.0
1665480403906343136,,256,,1665480403,905998945,'',,,7.7,11.57,1.3,,0.0,0.0,0.0,1.0
1665480404007404843,,257,,1665480404,6968975,'',,,7.75,11.88,1.18,,0.0,0.0,0.0,1.0
1665480404106206566,,258,,1665480404,105871915,'',,,7.74,12.23,1.18,,0.0,0.0,0.0,1.0
1665480404206469298,,259,,1665480404,206170082,'',,,7.72,12.58,1.04,,0.0,0.0,0.0,1.0
1665480404306242001,,260,,1665480404,305411100,'',,,7.68,12.93,1.16,,0.0,0.0,0.0,1.0
1665480404406433591,,261,,1665480404,406068086,'',,,7.74,13.23,1.03,,0.0,0.0,0.0,1.0
1665480404506519716,,262,,1665480404,505633115,'',,,7.78,13.53,0.94,,0.0,0.0,0.0,1.0
1665480404605946624,,263,,1665480404,605680942,'',,,7.8,13.85,0.91,,0.0,0.0,0.0,1.0
1665480404705857173,,264,,1665480404,705372095,'',,,7.78,14.2,1.07,,0.0,0.0,0.0,1.0
1665480404806884227,,265,,1665480404,806675910,'',,,7.75,14.56,1.02,,0.0,0.0,0.0,1.0
1665480404906667731,,266,,1665480404,905808925,'',,,7.81,14.85,0.99,,0.0,0.0,0.0,1.0
1665480405006540913,,267,,1665480405,5748033,'',,,7.78,15.19,1.04,,0.0,0.0,0.0,1.0
1665480405106013636,,268,,1665480405,105698108,'',,,7.8,15.53,1.1,,0.0,0.0,0.0,1.0
1665480405206660725,,269,,1665480405,206430912,'',,,7.76,15.86,1.46,,0.0,0.0,0.0,1.0
1665480405307913421,,270,,1665480405,306171894,'',,,7.75,16.21,1.4,,0.0,0.0,0.0,1.0
1665480405407027622,,271,,1665480405,405989885,'',,,7.74,16.53,1.29,,0.0,0.0,0.0,1.0
1665480405506284557,,272,,1665480405,505820989,'',,,7.8,16.82,1.17,,0.0,0.0,0.0,1.0
1665480405606545625,,273,,1665480405,605500936,'',,,7.82,17.13,1.21,,0.0,0.0,0.0,1.0
1665480405705274716,,274,,1665480405,705082893,'',,,7.8,17.45,1.17,,0.0,0.0,0.0,1.0
1665480405805443690,,275,,1665480405,805119037,'',,,7.81,17.72,1.12,,0.0,0.0,0.0,1.0
1665480405906919171,,276,,1665480405,906202077,'',,,7.8,18.01,1.18,,0.0,0.0,0.0,1.0
1665480406005603195,,277,,1665480406,5269050,'',,,7.81,18.29,1.08,,0.0,0.0,0.0,1.0
1665480406106061198,,278,,1665480406,105514049,'',,,7.73,18.63,1.16,,0.0,0.0,0.0,1.0
1665480406205815765,,279,,1665480406,205338954,'',,,7.73,18.86,1.09,,0.0,0.0,0.0,1.0
1665480406305589870,,280,,1665480406,305303096,'',,,7.68,19.12,1.25,,0.0,0.0,0.0,1.0
1665480406405618651,,281,,1665480406,405303001,'',,,7.66,19.37,1.21,,0.0,0.0,0.0,1.0
1665480406506465111,,282,,1665480406,505558967,'',,,7.6,19.62,1.33,,0.0,0.0,0.0,1.0
1665480406606259968,,283,,1665480406,605926990,'',,,7.6,19.87,1.06,,0.0,0.0,0.0,1.0
1665480406706509224,,284,,1665480406,705662965,'',,,7.55,20.1,1.01,,0.0,0.0,0.0,1.0
1665480406805406600,,285,,1665480406,805211067,'',,,7.47,20.34,1.0,,0.0,0.0,0.0,1.0
1665480406905862938,,286,,1665480406,905447006,'',,,7.4,20.58,0.95,,0.0,0.0,0.0,1.0
1665480407006768730,,287,,1665480407,6220102,'',,,7.26,20.81,1.18,,0.0,0.0,0.0,1.0
1665480407105543365,,288,,1665480407,104820013,'',,,7.18,21.05,1.02,,0.0,0.0,0.0,1.0
1665480407205890466,,289,,1665480407,205075979,'',,,7.03,21.28,1.32,,0.0,0.0,0.0,1.0
1665480407305763208,,290,,1665480407,305433034,'',,,6.98,21.53,1.08,,0.0,0.0,0.0,1.0
1665480407407563656,,291,,1665480407,406075000,'',,,6.82,21.72,1.33,,0.0,0.0,0.0,1.0
1665480407506289471,,292,,1665480407,505831956,'',,,6.66,21.9,1.4,,0.0,0.0,0.0,1.0
1665480407605715037,,293,,1665480407,605118036,'',,,6.53,22.1,1.41,,0.0,0.0,0.0,1.0
1665480407705366952,,294,,1665480407,705007076,'',,,6.46,22.3,1.11,,0.0,0.0,0.0,1.0
1665480407806186112,,295,,1665480407,805341958,'',,,6.27,22.44,1.36,,0.0,0.0,0.0,1.0
1665480407905571234,,296,,1665480407,905188083,'',,,6.07,22.58,1.54,,0.0,0.0,0.0,1.0
1665480408006246502,,297,,1665480408,5414009,'',,,5.96,22.74,1.21,,0.0,0.0,0.0,1.0
1665480408105193321,,298,,1665480408,104895114,'',,,5.8,22.85,1.08,,0.0,0.0,0.0,1.0
1665480408205751856,,299,,1665480408,205522060,'',,,5.66,22.97,0.84,,0.0,0.0,0.0,1.0
1665480408305354796,,300,,1665480408,304873943,'',,,5.42,23.08,1.09,,0.0,0.0,0.0,1.0
1665480408405198390,,301,,1665480408,404884099,'',,,5.23,23.14,1.17,,0.0,0.0,0.0,1.0
1665480408506230848,,302,,1665480408,505954027,'',,,5.05,23.23,1.12,,0.0,0.0,0.0,1.0
1665480408605066054,,303,,1665480408,604825973,'',,,4.88,23.28,1.17,,0.0,0.0,0.0,1.0
1665480408705309895,,304,,1665480408,705018043,'',,,4.68,23.33,1.08,,0.0,0.0,0.0,1.0
1665480408805745607,,305,,1665480408,805259943,'',,,4.53,23.36,1.15,,0.0,0.0,0.0,1.0
1665480408905965019,,306,,1665480408,905427932,'',,,4.33,23.41,1.22,,0.0,0.0,0.0,1.0
1665480409004894933,,307,,1665480409,3982067,'',,,4.21,23.45,1.02,,0.0,0.0,0.0,1.0
1665480409106053202,,308,,1665480409,105179071,'',,,4.05,23.47,1.14,,0.0,0.0,0.0,1.0
1665480409205836364,,309,,1665480409,204750061,'',,,3.89,23.47,1.29,,0.0,0.0,0.0,1.0
1665480409305468797,,310,,1665480409,305180072,'',,,3.77,23.47,1.17,,0.0,0.0,0.0,1.0
1665480409406221221,,311,,1665480409,405368089,'',,,3.65,23.46,1.22,,0.0,0.0,0.0,1.0
1665480409505484351,,312,,1665480409,505203008,'',,,3.59,23.5,0.96,,0.0,0.0,0.0,1.0
