,time_us,GGA,lat,lon
2030,1665744836021.8694,GGA,46.0678113,11.1508785
2032,1665744836110.9458,GGA,46.0678090,11.1508800
2034,1665744836207.8281,GGA,46.0678066,11.1508813
2036,1665744836306.5295,GGA,46.0678044,11.1508826
2038,1665744836408.3757,GGA,46.0678023,11.1508837
2040,1665744836509.177,GGA,46.0678002,11.1508847
2042,1665744836606.9387,GGA,46.0677982,11.1508858
2044,1665744836707.132,GGA,46.0677962,11.1508867
2046,1665744836807.1208,GGA,46.0677942,11.1508873
2048,1665744836907.4065,GGA,46.0677923,11.1508879
2050,1665744837020.9106,GGA,46.0677905,11.1508885
2052,1665744837119.5046,GGA,46.0677887,11.1508892
2054,1665744837207.8699,GGA,46.0677869,11.1508897
2056,1665744837307.72,GGA,46.0677852,11.1508900
2058,1665744837407.831,GGA,46.0677836,11.1508902
2060,1665744837510.0154,GGA,46.0677821,11.1508904
2062,1665744837607.825,GGA,46.0677807,11.1508906
2064,1665744837706.5146,GGA,46.0677792,11.1508908
2066,1665744837808.0508,GGA,46.0677778,11.1508910
2068,1665744837908.069,GGA,46.0677764,11.1508910
2070,1665744838018.502,GGA,46.0677750,11.1508911
2072,1665744838107.997,GGA,46.0677736,11.1508911
2074,1665744838210.913,GGA,46.0677722,11.1508911
2076,1665744838307.0146,GGA,46.0677707,11.1508911
2078,1665744838407.243,GGA,46.0677692,11.1508911
2080,1665744838509.6716,GGA,46.0677678,11.1508912
2082,1665744838606.978,GGA,46.0677663,11.1508913
2084,1665744838707.1492,GGA,46.0677648,11.1508913
2086,1665744838807.6255,GGA,46.0677634,11.1508913
2088,1665744838906.5657,GGA,46.0677619,11.1508913
2090,1665744839020.9304,GGA,46.0677604,11.1508914
2092,1665744839107.7158,GGA,46.0677589,11.1508913
2094,1665744839207.5352,GGA,46.0677573,11.1508913
2096,1665744839307.2314,GGA,46.0677558,11.1508913
2098,1665744839407.2188,GGA,46.0677542,11.1508913
2100,1665744839508.4053,GGA,46.0677525,11.1508914
2102,1665744839607.0447,GGA,46.0677508,11.1508913
2104,1665744839707.0044,GGA,46.0677492,11.1508914
2106,1665744839806.9756,GGA,46.0677474,11.1508914
2108,1665744839906.6458,GGA,46.0677458,11.1508914
2110,1665744840020.8826,GGA,46.0677440,11.1508914
2112,1665744840106.868,GGA,46.0677423,11.1508913
2114,1665744840207.184,GGA,46.0677406,11.1508914
2116,1665744840306.6985,GGA,46.0677389,11.1508915
2118,1665744840407.6604,GGA,46.0677372,11.1508915
2120,1665744840508.156,GGA,46.0677355,11.1508915
2122,1665744840607.0576,GGA,46.0677339,11.1508915
2124,1665744840707.0735,GGA,46.0677322,11.1508916
2126,1665744840806.9626,GGA,46.0677304,11.1508916
2128,1665744840906.7847,GGA,46.0677287,11.1508917
2130,1665744841019.3723,GGA,46.0677270,11.1508918
2132,1665744841107.633,GGA,46.0677253,11.1508918
2134,1665744841207.781,GGA,46.0677236,11.1508918
2136,1665744841307.0164,GGA,46.0677218,11.1508918
2138,1665744841407.429,GGA,46.0677201,11.1508919
2140,1665744841509.4604,GGA,46.0677184,11.1508920
2142,1665744841611.5557,GGA,46.0677166,11.1508920
2144,1665744841707.3496,GGA,46.0677149,11.1508920
2146,1665744841808.3591,GGA,46.0677132,11.1508919
2148,1665744841907.4768,GGA,46.0677115,11.1508919
2150,1665744842027.5288,GGA,46.0677098,11.1508920
2152,1665744842107.9956,GGA,46.0677081,11.1508921
2154,1665744842208.1938,GGA,46.0677063,11.1508923
2156,1665744842307.7969,GGA,46.0677046,11.1508923
2158,1665744842408.8337,GGA,46.0677029,11.1508923
2160,1665744842508.8418,GGA,46.0677012,11.1508922
2162,1665744842607.7717,GGA,46.0676995,11.1508922
2164,1665744842710.36,GGA,46.0676980,11.1508923
2166,1665744842807.8015,GGA,46.0676966,11.1508922
2168,1665744842906.6523,GGA,46.0676953,11.1508922
2170,1665744843020.4487,GGA,46.0676942,11.1508922
2172,1665744843107.0913,GGA,46.0676933,11.1508922
2174,1665744843209.812,GGA,46.0676925,11.1508922
2176,1665744843306.9995,GGA,46.0676919,11.1508922
2178,1665744843407.138,GGA,46.0676914,11.1508922
2180,1665744843509.57,GGA,46.0676912,11.1508922
2182,1665744843607.4412,GGA,46.0676910,11.1508921
2184,1665744843706.644,GGA,46.0676911,11.1508921
2186,1665744843807.364,GGA,46.0676912,11.1508922
2188,1665744843907.157,GGA,46.0676912,11.1508922
2190,1665744844019.133,GGA,46.0676912,11.1508921
